title|overall_price|area|number_of_rooms|floor|type_of_market|parking|elevator|year_of_creation|internet|type_of_building|basement|price_for_m2_in_PLN|balcony|garden|terrace|street|district|city|latitude|longtitude
Doskonałe mieszkanie w Gdyni Dąbrowa !!!|668984.0|68.0|3|1.0|secondary|0|0|2000.0|0.0|Mieszkanie|0.0|9838.0|1|0|0| oliwkowa|dąbrowa|gdynia|54.47118|18.470508
Dom w Orłowie z widokiem na morze|3194930.0|230.0|10||secondary|1|0|1982.0|0.0|Dom wolnostojący|1.0|13891.0|1|1|0| null|orłowo|gdynia|54.475629|18.552093
2 pokoje/ Apartament/ Przymorze/ blisko plaży|1949919.0|83.0|2|1.0|secondary|1|1|2014.0|1.0|Mieszkanie|0.0|23493.0|1|0|0| czarny dwór|przymorze|gdansk|54.407909|18.610113
Apartament z widokiem na marinę|108439.5|41.5|2|1.0|secondary|1|1|2023.0|0.0|Mieszkanie|0.0|2613.0|1|0|0| łąkowa|wyspa sobieszewska|gdansk|54.344312|18.825662
Klimatyczne mieszkanie blisko lasu i plaży Stogi|564980.0|53.0|2|1.0|secondary|0|0|1930.0|0.0|Mieszkanie|0.0|10660.0|0|0|0| sówki|stogi|gdansk|54.361101|18.712824
Mieszkanie od zaraz w centrum Gdańska|930818.0|39.11|2|1.0|secondary|1|1|2019.0|0.0|Mieszkanie|1.0|23800.0|1|0|0| długie ogrody|śródmieście|gdansk|54.347715|18.664475
Gotowe do zamieszkania 60m2 przy Garnizonie|778980.0|60.0|2|0.0|secondary|0|0|1965.0|0.0|Mieszkanie|0.0|12983.0|0|0|0| partyzantów 65c|wrzeszcz|gdansk|54.379406|18.591492
Mieszkanie od zaraz w centrum Gdańska|992000.0|40.0|2|4.0|secondary|1|1|2019.0|0.0|Mieszkanie|1.0|24800.0|1|0|0| długie ogrody|śródmieście|gdansk|54.347715|18.664475
Perfekcyjny second home w Neptun Parku|12982.48|33.46|1|2.0|secondary|0|1|2017.0|0.0|Mieszkanie|0.0|388.0|0|0|0| wypoczynkowa|Żabianka-Wejhera-Jelitkowo-Tysiąclecia|gdansk|54.424062|18.596767
3 pokoje - 1 piętro. Świetna lokalizacja! dobra inwestycja!|749007.6|63.4|3|1.0|secondary|1|0|1991.0|1.0|Mieszkanie|1.0|11814.0|1|0|0| więckowskiego|chełm|gdansk|54.437998|18.44965
Mieszkanie na nowym osiedlu Gdańsk Południe|900031.97|64.69|3|4.0|secondary|1|1|2022.0|1.0|Mieszkanie|0.0|13913.0|1|0|0| wielkopolska|ujeścisko-łostowice|gdansk|54.31911|18.591801
Dom bliźniak   Spacerem do lasu   Gdynia Chwarzno|1289915.0|235.0|6||secondary|1|0|1989.0|0.0|Dom bliźniak|0.0|5489.0|0|0|0| null|chwarzno-wiczlino|gdynia|54.502532|18.457566
Apartament w Starym Mieście   Gdańsk   FV 23%|950022.0|54.0|2|5.0|secondary|1|1|2022.0|0.0|Mieszkanie|0.0|17593.0|1|0|0| łąkowa|śródmieście|gdansk|54.347715|18.664475
Atrakcyjna nieruchomość w nadmorskiej dzielnicy!|1289652.0|72.8|3|2.0|secondary|1|1|2021.0|0.0|Mieszkanie|0.0|17715.0|1|0|0| starowiejska|letnica|gdansk|54.394982|18.646767
Mieszkanie w super lokalizacji!!!|551978.5|48.5|2|4.0|secondary|1|1|2023.0|0.0|Mieszkanie|0.0|11381.0|1|0|0| prof. jerzego stankiewicza|jasień|gdansk|54.332914|18.552906
Zaciszny apartament pod wynajem Stare Miasto Gdańsk|798986.25|38.75|2|1.0|secondary|0|0|1950.0|0.0|Mieszkanie|0.0|20619.0|0|0|0| obrońców poczty polskiej|śródmieście|gdansk|54.263133|18.638018
Nowoczesny dom w zabudowie bliźniaczej|3489890.8000000003|290.8|6||secondary|1|0|2022.0|0.0|Dom bliźniak|0.0|12001.0|1|1|0| null|orłowo|gdynia|54.475629|18.552093
Nowoczesny dom w zabudowie bliźniaczej|3489890.8000000003|290.8|6|0.0|secondary|1|0|2022.0|0.0|Mieszkanie|0.0|12001.0|1|1|0| null|orłowo|gdynia|54.475629|18.552093
Urokliwe miejsce do życia!|584770.2|51.8|2|0.0|secondary|1|0|2012.0|0.0|Mieszkanie|0.0|11289.0|0|1|0| mariana kołodzieja|ujeścisko-łostowice|gdansk|54.334542|18.58575
Świetna cena! 60 m2 wyremontowane z widokiem na panoramę Gdyni|538980.0|60.0|3|4.0|secondary|1|0|1983.0|1.0|Mieszkanie|1.0|8983.0|1|0|0| horyda|pogórze|gdynia|54.51768|18.53892
Inteligentny dom z pięknym ogrodem|3598920.0|360.0|5||secondary|1|0|2017.0|0.0|Dom wolnostojący|0.0|9997.0|1|1|0| ledy|osowa|gdansk|54.430298|18.470018
Przymorze, nowe budownictwo|1146816.0|72.0|4|3.0|secondary|0|0|2009.0|0.0|Mieszkanie|1.0|15928.0|1|0|0| szczecińska|przymorze|gdansk|54.402035|18.581597
Apartament Gdańsk Brzeźno   Kobieli Park|1100013.6|79.85|4|2.0|secondary|0|1|2023.0|0.0|Mieszkanie|0.0|13776.0|0|0|0| kobieli|brzeźno|gdansk|54.410838|18.630162
Z ogródkiem, ładne, nowoczesne, 3 pok. Morena|914970.0|70.0|3|0.0|secondary|0|0|2011.0|1.0|Mieszkanie|0.0|13071.0|0|1|0| królewskie wzgórze|piecki-migowo|gdansk|54.349808|18.569542
Trzypokojowe mieszkanie Gdynia Orłowo|1349988.0|76.4|3|0.0|secondary|1|0|1999.0|0.0|Mieszkanie|0.0|17670.0|1|0|0| null|orłowo|gdynia|54.475629|18.552093
Główne Miasto   podział na 2 mieszkania   1 piętro|979980.84|55.26|2|1.0|secondary|0|0|1952.0|0.0|Mieszkanie|0.0|17734.0|0|0|0| ogarna|śródmieście|gdansk|54.347865|18.651385
2 pokojowe mieszkanie na Żabiance I blisko morza|520007.0500000001|32.03|2|2.0|secondary|0|0|1970.0|0.0|Mieszkanie|0.0|16235.0|0|0|0| jakuba wejhera|Żabianka-Wejhera-Jelitkowo-Tysiąclecia|gdansk|54.421773|18.5858
W stylu francuskim przy węźle Świętokrzyska|598998.6|42.6|2|0.0|secondary|1|1|2016.0|1.0|Mieszkanie|0.0|14061.0|0|0|0| świętokrzyska|orunia górna - gdańsk południe|gdansk|54.321794|18.617544
Sprzedam 3 pokojowe słoneczne mieszkanie.|708000.0|75.0|3|3.0|secondary|1|0|2017.0|1.0|Mieszkanie|0.0|9440.0|1|0|0| niepołomicka|ujeścisko-łostowice|gdansk|54.31911|18.591801
Mieszkanie 3-pok. na Oruni Górnej w Gdańsku|589971.72|61.08|3|2.0|secondary|1|0|1993.0|0.0|Mieszkanie|1.0|9659.0|1|0|0| uranowa|orunia górna - gdańsk południe|gdansk|54.321794|18.617544
Mieszkanie po remoncie w świetnej lokalizacji|560017.5|52.5|3|2.0|secondary|1|0|1920.0|0.0|Mieszkanie|1.0|10667.0|0|0|0| trakt świętego wojciecha|orunia-św. wojciech-lipce|gdansk|54.3128|18.62944
Mieszkanie na przymorzu z pięknym widokiem !|528998.0|38.0|2|10.0|secondary|1|1|1970.0|0.0|Mieszkanie|1.0|13921.0|1|0|0| obrońców wybrzeża|przymorze|gdansk|54.41007|18.596302
2 pokoje 10 minut samochodem od Śródmieścia|348982.5|46.5|2|3.0|secondary|0|0|1975.0|1.0|Mieszkanie|0.0|7505.0|0|0|0| rzęsna|rudniki|gdansk|54.350141|18.705919
Dom dla rodziny z ogrodem oraz tarasem|1400080.0|220.0|6||secondary|1|0|1994.0|1.0|Dom szeregowy|1.0|6364.0|1|1|0| dąbrówki|ujeścisko-łostowice|gdansk|54.333711|18.591182
Dwu pokojowe mieszkanie blisko plaży|518999.0|37.0|2|5.0|secondary|0|0|1980.0|0.0|Mieszkanie|0.0|14027.0|0|0|0| pomorska|Żabianka-Wejhera-Jelitkowo-Tysiąclecia|gdansk|54.420659|18.571526
"3 pokoje z widokiem na morze! ""3 Żagle"" Przymorze"|786639.0|47.0|3|10.0|secondary|1|1|2011.0|1.0|Mieszkanie|1.0|16737.0|1|0|0| olsztyńska|przymorze|gdansk|54.404567|18.6047
Dom kilka minut od parku centralnego oraz morza|3400020.0|195.0|6||secondary|1|0|2000.0|1.0|Dom wolnostojący|0.0|17436.0|1|1|0| hetmańska|wzgórze św. maksymiliana|gdynia|54.50296|18.542419
90m2 4 pokoje przy lesie Mały Kack|1260000.0|90.0|3|2.0|secondary|1|0|2010.0|0.0|Mieszkanie|1.0|14000.0|1|0|0| leśna|mały kack|gdynia|54.468913|18.519745
Mieszkanie z potencjałem. Duże 2 pokoje blisko centrum|627023.6699999999|50.19|2|3.0|secondary|1|0|1955.0|0.0|Mieszkanie|1.0|12493.0|0|0|0| zagrodowa|siedlce|gdansk|54.350296|18.627677
Nowoczesne wnętrze w wysokim standardzie|1189986.0|58.0|2|2.0|secondary|1|0|2022.0|0.0|Mieszkanie|0.0|20517.0|0|0|0| wilcza|śródmieście|gdansk|54.344016|18.647801
Wyremontowane mieszkanie blisko morza|695014.0|46.0|2|1.0|secondary|0|1|1966.0|0.0|Mieszkanie|1.0|15109.0|1|0|0| piastowska|przymorze|gdansk|54.416119|18.586288
Spółdzielcze 3 pokoje po remoncie, blisko morza|599982.0|38.0|3|1.0|secondary|0|0|1980.0|0.0|Mieszkanie|1.0|15789.0|1|0|0| jagiellońska|przymorze|gdansk|54.412561|18.5956
Idealna inwestycja w Sopocie, kilka minut do plaży|623487.0|37.0|2|0.0|secondary|0|1|1975.0|1.0|Mieszkanie|1.0|16851.0|1|1|0| wejherowska|kamienny potok|sopot|54.455381|18.553889
2 pokojowe w Gdyni do wprowadzenia|540012.0|44.0|2|3.0|secondary|1|0|1980.0|1.0|Mieszkanie|1.0|12273.0|1|0|0| xxx|chylonia|gdynia|54.541477|18.463162
Okazja Dom na sprzedaż w centrum Obluża|594935.0|145.0|5||secondary|1|0|1950.0|1.0|Dom wolnostojący|1.0|4103.0|0|1|0| null|obłuże|gdynia|54.552186|18.508622
Mieszkanie - Gdańsk Maćkowy|659999.2100000001|53.17|3|3.0|secondary|1|1|2020.0|1.0|Mieszkanie|1.0|12413.0|0|0|1| kazimierza wielkiego|orunia-św. wojciech-lipce|gdansk|54.30079|18.611999
Mieszkanie 4 pokojowe na świętojańskiej|1650003.9|85.1|4|1.0|secondary|1|1|1930.0|0.0|Mieszkanie|1.0|19389.0|0|0|0| świętojańska|śródmieście|gdynia|54.5198415|18.538188
Nowoczesne 3-pokojowe mieszkanie|718987.4600000001|53.74|3|1.0|secondary|1|1|2023.0|1.0|Mieszkanie|0.0|13379.0|1|0|0| jeleniogórska|ujeścisko-łostowice|gdansk|54.333711|18.591182
Unikatowy duży lokal w śródmieściu Gdyni|4299998.04|269.88|3|0.0|secondary|1|1|2015.0|0.0|Mieszkanie|0.0|15933.0|0|0|0| żołnierzy i armii wojska polskiego|kamienna góra|gdynia|54.511493|18.543343
Stylowe 2 pokoje w kamienicy   wysokie sufity|860020.4|71.8|2|1.0|secondary|1|0|1936.0|0.0|Mieszkanie|1.0|11978.0|1|0|0| null|oksywie|gdynia|54.543019|18.536056
Wyjątkowe mieszkanie Gdańsk Osowa|647955.0|63.0|2|2.0|secondary|1|0|2001.0|1.0|Mieszkanie|1.0|10285.0|1|0|0| orfeusza|osowa|gdansk|54.430298|18.470018
Klimatyczny apartament w centrum Gdyni|920007.0|49.5|2|3.0|secondary|1|0|1952.0|0.0|Mieszkanie|1.0|18586.0|1|0|0| żwirki i wigury|śródmieście|gdynia|54.514945|18.539431
Nowoczesny bezczynszowy apartament z ogrodem, blisko plaży|1398980.0|110.0|4|0.0|secondary|1|0|2020.0|1.0|Mieszkanie|0.0|12718.0|1|1|1| dickmana 49|oksywie|gdynia|54.543019|18.536056
Nowoczesne Mieszkanie w Gdańsku Ujeścisku|669974.2000000001|56.6|2|3.0|secondary|0|0|2006.0|0.0|Mieszkanie|1.0|11837.0|1|0|0| piotrkowska|ujeścisko-łostowice|gdansk|54.333711|18.591182
Dom firma pensjonat bar szybkiej obsługi|4975200.0|400.0|7||secondary|0|0|2004.0|0.0|Dom bliźniak|0.0|12438.0|0|0|0| null|grabówek|gdynia|50.622272|5.573084
Panorama na stare miasto   4 pokoje|750016.0|64.0|4|4.0|secondary|1|0|1978.0|0.0|Mieszkanie|1.0|11719.0|1|0|0| powstańców warszawskich|suchanino|gdansk|54.358662|18.624713
2 pok. 47 m2 Gudreskiego /miejsce post. w cenie|538996.0|47.0|2|3.0|secondary|1|0|2011.0|0.0|Mieszkanie|0.0|11468.0|1|0|0| konrada guderskiego|jasień|gdansk|54.319674|18.563248
6 pokoi - inwestycyjnie - do wynajmu.|1330000.0|100.0|6|0.0|secondary|0|0|1930.0|1.0|Mieszkanie|0.0|13300.0|0|0|0| ignacego krasickiego|kamienna góra|gdynia|54.510049|18.545299
Dom z możliwością stałego dochodu.|2900070.0|345.0|11||secondary|1|0|1988.0|0.0|Dom wolnostojący|1.0|8406.0|0|1|0| turkusowa|obłuże|gdynia|54.552186|18.508622
3 pokoje   Spectrum   Blisko morza|1139973.25|57.07|3|3.0|secondary|1|1|2018.0|0.0|Mieszkanie|0.0|19975.0|0|0|0| obrońców wybrzeża|przymorze|gdansk|54.41007|18.596302
3 niezależne pokoje   Piękny widok   Balkon|769759.2|64.8|3|4.0|secondary|0|0|1938.0|1.0|Mieszkanie|1.0|11879.0|1|0|0| tadeusza kościuszki|wrzeszcz|gdansk|54.38788|18.614456
Doki Living - ostatnie piętro, widok na port !|2929986.0|87.0|3|7.0|secondary|1|1|2023.0|1.0|Mieszkanie|0.0|33678.0|1|0|0| ks. jerzego popiełuszki|śródmieście|gdansk|54.362858|18.6501
Słoneczne 3 pokojowe mieszkanie- Jasień|674977.5|57.25|3|0.0|secondary|0|1|2020.0|0.0|Mieszkanie|0.0|11790.0|0|1|0| krzysztofa komedy|jasień|gdansk|54.344523|18.533088
Piekne mieszkanie w cichym  miejscu na Matrani|639980.0|44.0|2|0.0|secondary|1|1|2018.0|0.0|Mieszkanie|0.0|14545.0|0|1|0| mjr. mieczysława słabego|matarnia|gdansk|54.371912|18.524322
Dom 5-pokojowy na Ujeścisku|1595041.0|191.0|5||secondary|1|0|1995.0|1.0|Dom szeregowy|1.0|8351.0|1|1|1| dąbrówki|ujeścisko-łostowice|gdansk|54.333711|18.591182
Open house!  negocjacja ceny! 2 pok. deweloperskie|489993.98|41.93|2|3.0|secondary|1|1|2023.0|0.0|Mieszkanie|0.0|11686.0|1|0|0| władysława jagiełły|orunia-św. wojciech-lipce|gdansk|54.302663|18.615512
Do odnowienia, zadbane, 3 pok. na Morenie|634987.5|61.5|3|3.0|secondary|0|1|1980.0|1.0|Mieszkanie|1.0|10325.0|0|0|0| bulońska|piecki-migowo|gdansk|54.355012|18.578397
Pod lasem   10 min do skm   20 min do morza|460009.0|31.0|1|1.0|secondary|0|0|1980.0|0.0|Mieszkanie|0.0|14839.0|0|0|0| null|górny sopot|sopot|54.4409635|18.561271
Unikalna oferta wysokie sufity  kominek antresola|1190030.6|79.9|4|3.0|secondary|0|0|1991.0|1.0|Mieszkanie|1.0|14894.0|0|1|0| bolesława chrobrego|wrzeszcz|gdansk|54.391209|18.617053
Nowy apartament 3 pokoje, garderoba na nowy osiedlu CIS|959974.4|61.6|3|1.0|secondary|1|1|2021.0|1.0|Mieszkanie|0.0|15584.0|1|0|0| chylońska 241|cisowa|gdynia|54.54745|18.446228
Gotowe mieszkanie   2 pokoje   0% prowizji|668997.0|41.0|2|3.0|secondary|0|1|1970.0|1.0|Mieszkanie|0.0|16317.0|0|0|0| null|redłowo|gdynia|50.622272|5.573084
Apartament niedaleko Wyspy Spichrzów w Gdańsku|116130.0|6.0|3|1.0|secondary|1|1|2018.0|1.0|Mieszkanie|0.0|19355.0|0|0|0| null|śródmieście|gdansk|54.347715|18.664475
Dom wolnostojący z zagospodarowaną działką !|1498950.0|150.0|4||secondary|1|0|1995.0|0.0|Dom wolnostojący|1.0|9993.0|1|1|0| borkowska|orunia górna - gdańsk południe|gdansk|54.294793|18.61203
2 pokojowe mieszkanie w super cenie !!|399020.31|43.17|2|2.0|secondary|0|0|1970.0|1.0|Mieszkanie|0.0|9243.0|0|0|0| żeglarzy|oksywie|gdynia|54.543019|18.536056
Dwupokojowy apartament z tarasem na przymorzu !!!|900000.0|50.0|2|17.0|secondary|1|1|2017.0|0.0|Mieszkanie|0.0|18000.0|1|0|0| rzeczypospolitej|przymorze|gdansk|54.34902|18.6518
Mieszkanie blisko Centrum, 4 pokoje dla Rodziny!|95986.1|72.17|4|1.0|secondary|1|0|1936.0|1.0|Mieszkanie|1.0|1330.0|1|0|0| józefa wieniawskiego|siedlce|gdansk|54.351337|18.624801
Przestronne  trzy pokoje na Gdańskim Przymorzu!|81985.8|59.8|3|0.0|secondary|0|1|1970.0|0.0|Mieszkanie|0.0|1371.0|0|0|0| kołobrzeska|przymorze|gdansk|54.404177|18.592665
Kawalerka/Jasień/ Blisko Śródmieścia|369000.0|30.0|1|0.0|secondary|1|1|2024.0|1.0|Mieszkanie|0.0|12300.0|0|0|0| czereśniowa|ujeścisko-łostowice|gdansk|54.333711|18.591182
Inwestycyjnie   szybkie wydanie   centrum|600004.4400000001|31.26|2|3.0|secondary|0|0|1956.0|0.0|Mieszkanie|0.0|19194.0|1|0|0| korzenna|śródmieście|gdansk|54.354681|18.647893
Yacht Park, widok na marinę.|35784.0|71.0|3|2.0|secondary|0|1|2021.0|0.0|Mieszkanie|0.0|504.0|0|0|0| arkadiusza rybickiego|śródmieście|gdynia|54.522577|18.5529
Pod inwestycję   centrum   szybkie wydanie|650001.0|33.0|1|2.0|secondary|0|0|1956.0|0.0|Mieszkanie|1.0|19697.0|1|0|0| korzenna|śródmieście|gdansk|54.354681|18.647893
Prestiżowe osiedle/ Kawalerka/ Spokojna okolica|379980.0|30.0|1|3.0|secondary|1|1|2024.0|1.0|Mieszkanie|0.0|12666.0|1|0|0| czereśniowa|ujeścisko-łostowice|gdansk|54.333711|18.591182
Rod Okazja Smart Dom Kamery|214970.0|70.0|3||secondary|0|0|2020.0|0.0|Dom wolnostojący|0.0|3071.0|0|0|0| łanowa|olszynka|gdansk|54.336058|18.668852
2 pok mieszkanie blisko morza|668995.9|40.78|2|3.0|secondary|1|1|1970.0|0.0|Mieszkanie|1.0|16405.0|1|0|0| bohaterów starówki warszawskiej|redłowo|gdynia|54.495287|18.547208
Gdynia Oksywie 1km spacerem do morza|859898.1|71.7|2|1.0|secondary|1|0|1939.0|0.0|Mieszkanie|1.0|11993.0|1|0|0| arendta dickmana|oksywie|gdynia|54.554204|18.547169
Szybkie wydanie   osobna kuchnia|549976.46|49.61|2|1.0|secondary|0|0|2007.0|0.0|Mieszkanie|0.0|11086.0|0|0|0| jana kielasa|ujeścisko-łostowice|gdansk|54.304694|18.58581
Zaproponuj swoją cenę.|60966.0|6.0|3|2.0|secondary|0|0|1994.0|0.0|Mieszkanie|1.0|10161.0|1|0|0| płocka|ujeścisko-łostowice|gdansk|54.333711|18.591182
Mieszkanie na starym mieście   Centrum Gdańska|948998.82|43.86|2|3.0|secondary|1|0|1954.0|0.0|Mieszkanie|1.0|21637.0|1|0|0| kowalska|śródmieście|gdansk|54.353055|18.648796
Słoneczna Morena   2 Pokoje   Lema   piękny widok|650014.0|41.0|2|5.0|secondary|1|1|2018.0|0.0|Mieszkanie|1.0|15854.0|1|0|0| stanisława lema|piecki-migowo|gdansk|54.349019|18.590817
Gotowiec inwestycyjny 2w1    Gdynia Redłowo|1059034.5|71.1|4|1.0|secondary|1|1|1997.0|0.0|Mieszkanie|0.0|14895.0|0|0|0| legionów|redłowo|gdynia|54.500086|18.541598
Rzadko spotykana i wyjątkowa oferta w Gdańsku|1550011.0|99.5|3|0.0|secondary|1|0|1927.0|0.0|Mieszkanie|1.0|15578.0|0|1|0| mściwoja ii|przymorze|gdansk|54.411412|18.578391
Gotowe do zamieszkania!   3 pokoje + hala|639016.95|44.33|3|3.0|secondary|1|1|2016.0|1.0|Mieszkanie|0.0|14415.0|1|0|0| lawendowe wzgórze|jasień|gdansk|54.327865|18.563606
Spółdzielczo własnościowe. 3 pokoje dla rodziny|585013.52|52.78|3|3.0|secondary|0|1|1978.0|1.0|Mieszkanie|0.0|11084.0|1|0|0| otwarta|suchanino|gdansk|54.35451|18.602088
2 pokoje, siłownia, sauny, osiedle strzeżone|138987.81|50.67|2|0.0|secondary|1|0|2020.0|0.0|Mieszkanie|0.0|2743.0|0|1|0| bydgoska|działki leśne|gdynia|54.509236|18.529678
3 pokojowy apartament z ogrodem / Gdańsk ul. Lema|898981.76|62.36|3|0.0|secondary|1|1|2016.0|0.0|Mieszkanie|0.0|14416.0|0|1|0| stanisława lema|piecki-migowo|gdansk|54.349019|18.590817
Sopot - unikat - dom - działalność|2979966.0|66.0|4||secondary|1|0|1985.0|0.0|Dom wolnostojący|0.0|45151.0|0|1|0| null|górny sopot|sopot|54.4409635|18.561271
Dom z garażem tuż przy rezerwacie przyrody|3100023.0|159.0|5||secondary|1|0|1995.0|0.0|Dom bliźniak|0.0|19497.0|1|1|0| jana kochanowskiego|górny sopot|sopot|54.434491|18.557809
3 pokojowe mieszkanie z ogrodem i dużą komórką|699002.5|67.7|3|0.0|secondary|1|0|2008.0|1.0|Mieszkanie|0.0|10325.0|1|1|0| jana kielasa|orunia-św. wojciech-lipce|gdansk|54.304694|18.58581
3 pok. Gdańsk Morena|749014.2000000001|62.7|3|7.0|secondary|0|0|1980.0|1.0|Mieszkanie|1.0|11946.0|0|0|0| wyrobka|piecki-migowo|gdansk|54.34902|18.6518
Sopot, 3 Pokoje, Widok na morze, 450 m od plaży!|829968.0|48.0|3|8.0|secondary|0|1|1970.0|0.0|Mieszkanie|1.0|17291.0|1|0|0| wejherowska|kamienny potok|sopot|54.455381|18.553889
Atrakcyjna oferta mieszkania centrum Wrzeszcza!|970000.0|97.0|3|1.0|secondary|0|0|1910.0|0.0|Mieszkanie|1.0|10000.0|1|0|0| słowackiego 18|wrzeszcz|gdansk|54.389931|18.632161
Modernistyczna willa pod lasem do negocjacji|2349920.0|190.0|5||secondary|1|0|1934.0|0.0|Dom wolnostojący|1.0|12368.0|0|1|0| null|działki leśne|gdynia|50.622272|5.573084
Gdańsk Wrzeszcz Górny|1399970.0|110.0|3|2.0|secondary|1|0|1910.0|0.0|Mieszkanie|1.0|12727.0|0|1|0| szczepana pileckiego|wrzeszcz|gdansk|54.374095|18.611051
Spektakularny apartament w nowoczesnej willi|8689976.860000001|200.11|4|2.0|secondary|1|1|2022.0|0.0|Mieszkanie|0.0|43426.0|1|1|0| gen. kazimierza pułaskiego|dolny sopot|sopot|54.443234|18.56704
Kawalerka z pełnym wyposażeniem, Parter|574992.0|27.0|1|0.0|secondary|1|0|1975.0|0.0|Mieszkanie|0.0|21296.0|0|0|0| prezydenta lecha kaczyńskiego|przymorze|gdansk|54.410915|18.600982
Wysoki standard   Ostatnie piętro   Miejsce w hali|1299996.0|54.0|2|6.0|secondary|1|1|2019.0|1.0|Mieszkanie|0.0|24074.0|1|0|0| św. barbary|śródmieście|gdansk|54.347715|18.664475
2 pokoje po remoncie przymorze|620008.0|38.0|2|1.0|secondary|0|0|1975.0|0.0|Mieszkanie|1.0|16316.0|0|0|0| jagiellońska|przymorze|gdansk|54.412561|18.5956
4 samodzielne pokoje   Gdańsk Przymorze|131250.0|7.0|4|3.0|secondary|1|1|2018.0|0.0|Mieszkanie|0.0|18750.0|1|0|0| lęborska|przymorze|gdansk|54.404815|18.579732
Prestiżowe osiedle   parking   stan deweloperski|870345.0|64.47|3|2.0|secondary|1|1|2022.0|1.0|Mieszkanie|0.0|13500.0|1|0|0| parkowa|mały kack|gdynia|54.471373|18.516492
Nowoczesne mieszkanie blisko morza   Letnica|1199005.0|72.5|3|4.0|secondary|1|1|2021.0|1.0|Mieszkanie|0.0|16538.0|0|0|0| starowiejska|letnica|gdansk|54.394982|18.646767
Wysoki standard z widokiem na zieleń|698944.6|57.08|3|4.0|secondary|1|1|2018.0|1.0|Mieszkanie|0.0|12245.0|1|0|0| czerska|orunia-św. wojciech-lipce|gdansk|54.15552|18.652661
Nowy bliźniak na Chwarznie|1289984.64|140.46|6||secondary|1|0|2023.0|0.0|Dom bliźniak|0.0|9184.0|0|1|0| okrężna|chwarzno-wiczlino|gdynia|54.502532|18.457566
Świetne 3-pokojowe mieszkanie / Karczemki|611975.0|53.8|3|0.0|secondary|0|0|2004.0|0.0|Mieszkanie|0.0|11375.0|1|1|0| storczykowa|kokoszki|gdansk|54.3552|18.509753
Morena   mieszkanie z dużym ogrodem|639994.64|47.99|2|0.0|secondary|0|0|2015.0|1.0|Mieszkanie|1.0|13336.0|0|1|0| bażantowa|jasień|gdansk|54.340089|18.560014
3pok.63m2- spółdzielcze własnościowe prawo do lokalu|579978.0|63.0|3|3.0|secondary|0|0|1990.0|0.0|Mieszkanie|0.0|9206.0|0|0|0| null|dąbrowa|gdynia|54.473863|18.465794
Orłowo Nadmorskie, blisko plaży.|5200000.0|320.0|6||secondary|1|0|1960.0|0.0|Dom wolnostojący|1.0|16250.0|1|0|0| null|orłowo|gdynia|54.475629|18.552093
3 pokoje oddzielna kuchnia bardzodobra lokalizacja|766308.0|57.0|3|0.0|secondary|0|1|2007.0|1.0|Mieszkanie|1.0|13444.0|1|0|0| władysława cieszyńskiego|chełm|gdansk|54.335675|18.612522
Komfortowy dom z widokiem na morze i las|3150030.0|205.0|5||secondary|1|0|2000.0|1.0|Dom szeregowy|0.0|15366.0|1|1|0| okrężna|górny sopot|sopot|54.4409635|18.561271
Gdańsk Brzeźno Dworska 22 pas nadmorski|6605.0|5.0|3|1.0|secondary|1|0|1964.0|0.0|Mieszkanie|0.0|1321.0|0|0|0| dworska|brzeźno|gdansk|54.405621|18.629799
Przestronne   Inw. Cztery Oceany   Południowa eks.|799000.0|40.0|1|4.0|secondary|0|1|2014.0|0.0|Mieszkanie|0.0|19975.0|0|0|0| obrońców wybrzeża|przymorze|gdansk|54.41007|18.596302
Przestronne 2-pok., osobna kuchnia, balkon - Chełm|619987.5|49.5|2|4.0|secondary|1|0|1986.0|1.0|Mieszkanie|1.0|12525.0|1|0|0| władysława cieszyńskiego|chełm|gdansk|54.335675|18.612522
*Rezerwacja* Mieszkanie 3-pokojowe w nowym budownictwie|847900.0|61.0|3|5.0|secondary|1|1|2018.0|0.0|Mieszkanie|0.0|13900.0|1|0|0| lema 2|piecki-migowo|gdansk|54.350977|18.588084
Inw. Cztery Oceany   Duży balkon   Słoneczne|799000.0|40.0|2|4.0|secondary|0|1|2014.0|0.0|Mieszkanie|0.0|19975.0|0|0|0| obrońców wybrzeża|przymorze|gdansk|54.41007|18.596302
Granaria- lokal z bocznym widokiem na rzekę|1122161.0|56.39|2|6.0|secondary|0|1|2024.0|0.0|Mieszkanie|0.0|19900.0|0|0|0| chmielna|śródmieście|gdansk|54.346105|18.656253
Wyspa Spichrzów-lokal idealny do podziału|1377690.0|72.51|3|5.0|secondary|0|1|2024.0|0.0|Mieszkanie|0.0|19000.0|0|0|0| chmielna|śródmieście|gdansk|54.346105|18.656253
2 oddzielne kawalerki   idealne pod inwestycje|1320014.8|52.34|2|5.0|secondary|1|1|2018.0|1.0|Mieszkanie|0.0|25220.0|0|0|0| św. barbary|śródmieście|gdansk|54.347715|18.664475
Wyspa Spichrzów- kawalerka z loggią+widok na rzekę|1145009.16|38.76|1|2.0|secondary|0|1|2024.0|0.0|Mieszkanie|0.0|29541.0|0|0|0| chmielna|śródmieście|gdansk|54.346105|18.656253
